,clean_text,Party,Textblob_Sentiments,Emotions
4581,"in 1962, archbishop joseph rummel of new orleans excommunicated elected judge and democratic party political boss leander perez and two lay persons for opposing the church's desegregation efforts. guess how liberals reacted?",liberals,0.06818181818181818,Positive
4582,"rep. jerry nadler picked up the endorsement of the progressive working families party, giving him an edge with left-wing activists in new york's upcoming democratic congressional primary against rep. carolyn maloney, another veteran incumbent.",unrelated tweets,0.1787878787878788,Positive
4583,it is harmful even though the core of the democratic leadership does not represent the same democratic values i adhere too it is still the party that we should fight for control of all the wolves in sheep’s clothing need to go a new party could be here !,unrelated tweets,0.08522727272727272,Positive
4584,he’s not going to destroy the democratic party. he’s just pursuing a new grift.,unrelated tweets,-0.03181818181818183,Negative
4585,"new f497 san diego county democratic party $20,000 from laborers' international union of nor...",unrelated tweets,0.06818181818181818,Positive
4586,"new post: ""lcdp june newsletter"" by lancaster county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4587,"new post: ""lcdp june newsletter"" by lancaster county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4588,"new post: ""lcdp june newsletter"" by lancaster county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4589,the reluctance to openly advocate for a new ban on assault-style weapons illustrates how the issue has become a political third rail for battleground-state democrats in an already difficult election year for the party.,unrelated tweets,-0.07272727272727272,Negative
4590,"its the new way to change what democratic party aligns with, instead of anti war now its pro lgbt and now we can fuck the people of yemen, ukriane, solmolia, ehtiopia, etc. and basically all of latin america and still seem woke because rainbow flag.",unrelated tweets,-0.1318181818181818,Negative
4591,"this is the actual strategy of the democratic party and people sound surprised. they have been reaching into the center forever. they do not want new blood from the left. this is their vision for the party. enjoy your new friends, everyone.",unrelated tweets,0.1340909090909091,Positive
4592,"democrat charles booker wears a noose in a new ad blasting gop sen. rand paul the gop has not and never will be the racist party you are referring to. you know that is the democratic party, historically and currently, party of the kkk",unrelated tweets,0.04545454545454545,Positive
4593,imani oakley and akil khalfani are challenging donald payne jr. for the democratic party nomination. learn more about each candidate here.,unrelated tweets,0.5,Positive
4594,imani oakley and akil khalfani are challenging donald payne jr. for the democratic party nomination. learn more about each candidate here.,unrelated tweets,0.5,Positive
4595,the democratic party is to damn soft! we need new leadership with new ideas.,unrelated tweets,0.1325757575757576,Positive
4596,imani oakley and akil khalfani are challenging donald payne jr. for the democratic party nomination. learn more about each candidate here.,unrelated tweets,0.5,Positive
4597,imani oakley and akil khalfani are challenging donald payne jr. for the democratic party nomination. learn more about each candidate here.,unrelated tweets,0.5,Positive
4598,i am confident joe biden will create a new faction in the democratic party called “bidenism” when he leaves office. as you know i am a supporter and advocate for joe biden.,unrelated tweets,0.3181818181818182,Positive
4599,the elderly generation of democratic party leaders is happiest doing things they think might garner approval from republicans—like unveiling a new stamp honoring nancy reagan.,unrelated tweets,0.1363636363636364,Positive
4600,"go out vote‼️ ——— swipe to see what the major promises the new democratic party are promising for healthcare, long-term care and pandemic recovery #ontarioelection #promises #ndp #andreahorwath #healthcare #longtermcare #pandemicrecovery #nurses #blacknurses",ndp,0.1329545454545455,Positive
4601,unless you’re creating a new party you are actively undermining democracy my pulling support away from democratic candidates instead of rallying against the gqp to hold the treasonous jan. 6th bunch accountable.,unrelated tweets,0.001515151515151511,Positive
4602,imani oakley and akil khalfani are challenging donald payne jr. for the democratic party nomination. learn more about each candidate here.,unrelated tweets,0.5,Positive
4603,announcing this on the first day of pride month? are you f*cking kidding me?! democratic party needs new 21st-century leadership.,unrelated tweets,-0.1212121212121212,Negative
4604,new report exposes the gop party’s plan to install an army of hardcore activists as poll workers in democratic precincts to undermine upcoming elections with a hotline for them to use to contact lawyers. #deadlinewh,unrelated tweets,0.1363636363636364,Positive
4605,canadian government announced extension of covid vaccination-related measures for yet another month even as a motion to remove travel restrictions was voted down by the ruling liberal party with support from the new democratic party (reports ),liberals,-0.009595959595959616,Negative
4606,new jersey is a red state with an extremely powerful democratic party machine.,unrelated tweets,0.1454545454545454,Positive
4607,"doug mastriano is the most dangerous candidate in pa history, the leader of the far-right fringe — there’s nothing moderate about him. in 2018, he compared democratic policies to the oppressive regimes of lenin and hitler. this is the new republican party in pennsylvania.",unrelated tweets,0.009090909090909094,Positive
4608,a long running battle between allies of and for control of the state democratic party is writing a new chapter. #illinoize #twill #ilpol,unrelated tweets,0.04318181818181818,Positive
4609,those of us fed-up with the bullshit of the republicans the weakness ineffectuality of the democratic party need a new organization a new leader! h-e-l-p ! #thedemocrats #indivisible #whitehouse #republicans #independents #progressives #housedems #senatedems,unrelated tweets,0.1747159090909091,Positive
4610,"it is you who is clutching at straws. fact is, the majority of people in the uk now want a much closer relationship with the eu. it is where we are heading because brexit is objectively crap. it will be achieved by democratic means.",unrelated tweets,-0.3,Negative
4611,"new f497 san diego county democratic party $14,317 to vivian moreno for city council 2022",unrelated tweets,0.1363636363636364,Positive
4612,and the moderate republicans are now running the democratic party. it happened incrementally. they called it “the third way” and “new democrats” but it really has been about republicans taking over the democratic party and incrementally making it a corporate party.,unrelated tweets,0.06727272727272728,Positive
4613,as for playcation who knows this is a unique opportunity for the rise of a new political party to gain footing in legitimacy i personally would not mind giving this democratic socialism mumbo-jumbo a try they say a lot of good things about being for the people i like that,unrelated tweets,0.2422727272727273,Positive
4614,"he is not trying to sabotage the democratic party, he is trying to create a new way forward. something you ideologues are too blind to see.",unrelated tweets,-0.1818181818181818,Negative
4615,"2/ returning to the sm is also the democratic thing to do. it is what the majority of leave voters wanted in 2016, and its what the majority of all voters want now:",unrelated tweets,0.0,Neutral
4616,"new york city is still firing police officers for not having covid shots despite the fact that vaccinated people spread it. this follows police funding cuts. police officers could be placed in #schools to protect the kids, like the politicians, but the democratic party is insane.",unrelated tweets,-0.4318181818181818,Negative
4617,"john, the establishment from the msm to mi5 and the labour party itself destroyed the hope of a democratic socialist gov. if the party was to elect a socialist, exactly the same would happen again. i did not say that the establishment should choose a new leader!",unrelated tweets,0.3051136363636364,Positive
4618,all progressives congress (apc) people's democratic party (pdp) all progressives grand alliance (apga) young progressives party (ypp) new nigeria peoples party (nnpp) social democratic party (sdp) african democratic congress (adc) people's redemption party (prp),unrelated tweets,0.1539393939393939,Positive
4619,"""presidential candidate of new nigeria peoples party (nnpp) and former kano state governor, rabiu musa kwankwaso has dismissed claims that people’s democratic party (pdp) presidential hopeful, atiku abubakar, already has 11 million votes in his kitten",unrelated tweets,0.06818181818181818,Positive
4620,identity politics has come under criticism not because it is key to unlocking a new socialist movement — as some of its more sanguine defenders allege — but because it has been the means by which the democratic party has sought to maintain its legitimacy.,unrelated tweets,0.2121212121212121,Positive
4621,"movement, nrm. the other parties in the coalition are african democratic congress, adc: new nigeria peoples party, nnpp; social democratic party, sdp; and allied peoples movement, apm. the goal overtime, according to observers, may be restricted to attention seeking.",unrelated tweets,0.01117424242424242,Positive
4622,"some folks disagree with your decision to leave the democratic party but i for one fully support your decision to make a new party. for too long, the american people have had only two right-wing corporate parties. it is long past time to have a third right-wing corporate option!",unrelated tweets,-0.02373737373737374,Negative
4623,"this culture war that is devastating our country politically and economically, was created by the new liberal forces controlling what was once the great democratic party. it started right when trump won in 2016. sad but true.",liberals,0.04650974025974026,Positive
4624,new logo for the democratic party just dropped,unrelated tweets,0.1363636363636364,Positive
4625,"what is so annoying about andrew yang is that he was like ""i want get involved"" so he ran for president of the united states and then mayor of new york city and lost badly and so in response he has ""done"" with the democratic party learn to manage your expectations dude.",unrelated tweets,-0.4545454545454545,Negative
4626,this is all well and good but when you create new independent parties from a democratic base you help republicans by weakening the democratic party. you are not pulling republicans to follow your platform. i like your ideas.,unrelated tweets,0.009090909090909066,Positive
4627,happy they found a new use for the democratic party headquarters,unrelated tweets,0.4681818181818182,Positive
4628,i bet there’s an alternate universe where young donald trump ran as nyc mayor and did well as a popular new york figure and became the shitty figurehead of the democratic party instead of the republicans. #alternativeuniverse,unrelated tweets,0.2090909090909091,Positive
4629,that is been the complete history of the democratic party. what we have seen in the last 20 years is not new it is just been front and center thanks to sanders and social media. the conservatives holding on are refusing to let go because their free money ticket would end.,conservatives,0.08073593073593074,Positive
4630,#democrats are leaving their party in droves. the party has become so extreme that average everyday democrats don’t want to be a part of it anymore. the new democratic party is falling apart at the seams.,unrelated tweets,-0.08465909090909092,Negative
4631,"join us for our regularly scheduled first friday meeting at 11 a.m. june 3 at the range cafe in downtown bernalillo. we are honored to have jessica velasquez, chair of the democratic party of new mexico! come ask her questions. #democrats #voteblue #vote #sandoval",other_election_topics,0.1401515151515151,Positive
4632,"i honestly don’t care enough about him to know his exact positions on taxes and i completely agree that reforming the democrats from within is a better strategy then launching a new party, but i sympathize with his frustrations about the democratic party.",unrelated tweets,0.2643939393939394,Positive
4633,new poll- 83% of americans now think that the republican party is trying to destroy the democratic process turn america into a facist state😮,unrelated tweets,-0.03181818181818183,Negative
4634,new: video recordings of republican party operatives meeting with activists reveal a multi-pronged strategy to target and overturn votes in democratic precincts: install trained recruits as poll workers and put them in direct contact with party attorneys.,unrelated tweets,0.1181818181818182,Positive
4635,"inside the republican 'precinct strategy' in michigan. how party officials are training activists to be poll workers, contest votes and help initiate legal challenges in democratic precincts. joins us on her new reporting for politico.",unrelated tweets,0.1681818181818182,Positive
4636,campaign organizers represented by #teamsters local 728 have ratified a new contract “we applaud the workers for standing strong for a contract that benefits them pro-labor candidates they are working to elect” -chuck stiles local 728 vp,unrelated tweets,0.2739393939393939,Positive
4637,"why do cities like this chicago,new york and calif not see these dems aren’t going to protect them or make their cities better! why keep voting democratic party in office?",unrelated tweets,0.625,Positive
4638,he and tulsie gabbart are starting a new career as aggrieved democrats being wined and dined by conservatives using them as a weapon against the democratic party.,conservatives,0.06818181818181818,Positive
4639,"on the us democratic party’s move to the center, aka the new democrats (watch on tiktok for close captioning)",unrelated tweets,0.01818181818181817,Positive
4640,i have heard from the green party and the new democratic party but nothing from the ontario liberals and pc party of ontario time to tell us where you stand!,liberals,-0.01477272727272728,Negative
4641,"new jersey party registration changes new jersey (which has its primary in six days) has been seeing a slight erosion in its democratic voter registration plurality, with independents being the general beneficiary. the spreadsheet does not show the true impact of this trend (1/2)",unrelated tweets,0.151010101010101,Positive
4642,"the democratic socialist party controls california, new york, illinois, washington and oregon and no republican will ever win there again. in time the democratic socialist party will control every state.",unrelated tweets,0.4681818181818182,Positive
4643,"…then a faction of the oatmeal party separates and forms a new muesli party, splits the vote, and a coalition of the bacon, ham sausage parties comes up,the middle and prevails. ah, politics. i’m glad when i choose my breakfast, there is no democratic vote.",other_election_topics,0.2121212121212121,Positive
4644,"in a press conference last week following his meeting with prime minister fumio kishida in japan, president biden praised the escalating price of gasoline as a positive step toward realizing the democratic party’s dream of enacting the green new deal.",other_parties,0.03272727272727272,Positive
4645,how about the evidence that the welfare system is just a new form of slavery pushed by the democratic party to keep minorities in line and assure they are giving no opportunities of bettering their communities or themselves.,unrelated tweets,0.1363636363636364,Positive
4646,the new york working families party endorses congressman for ny-12 nadler is facing off against congresswoman and in the june democratic primary,unrelated tweets,0.2681818181818182,Positive
4647,"the new democratic party is the only party that has always stood for hope, equality and a better future for all canadians",unrelated tweets,0.1590909090909091,Positive
4648,good news more blacks are leaving the democratic party 👏🏾👏🏾👏🏾👏🏾👏🏾 2 year from now biden gotta go bye bye 👋🏾👋🏾 we saw how americans treated buffalo new york massacre #antiblackracism is real prevalent here in the united states. 🖕🏾 republicans too. none of them are for us!,unrelated tweets,0.3965909090909091,Positive
4649,the democratic party needs young new hungry leadership! the current one doesn’t “leave the porch”,unrelated tweets,0.09015151515151515,Positive
4650,"are those the new official names for the three parties, democratic anger party, outraged unionist party and traditional unionist fury?",unrelated tweets,-0.3659090909090909,Negative
4651,"new term definition a democratic party trial is one that acquits a clearly guilty person a modern, twisted 'antonym' for kangaroo court.",unrelated tweets,-0.1659090909090909,Negative
4652,"ah, but that is the real beauty of it; she is not paid as a journalist; she is a democratic party shill, rather—which is doubtless why her ppp loans were forgiven under president biden, in spite of going into her new pool instead of her podcast ""staff""...😠🥴🤬",unrelated tweets,0.1681818181818182,Positive
4653,"new democratic party at work. plus probably cannot afford gas at new record high this morning at $4.67 ,per gallon.",unrelated tweets,0.1442424242424243,Positive
4654,oh please stop spreading your nonsense as truth. after november’s red wave i hope the new republican majority starts indicting every corrupt treasonous democrat. then there won’t be a democratic party left. unless you call 2 clean democrats a party!,unrelated tweets,0.01893939393939394,Positive
4655,read the ontario new democratic party's commitments in the 2022 #ontarioelection on #accessibility for over 2.6 million ontarians with disabilities,unrelated tweets,0.1363636363636364,Positive
4656,"embarrassing as he was, trump's foreign policy was not as scary as biden's. neoconservatives have found a new home in the democratic party. i thought trump having the nuclear codes was frightening, but sabre rattling with russia and china? no fucking way!",unrelated tweets,-0.1227272727272727,Negative
4657,3/ social democratic party (spd) do not support the huge rearmament that is central to his new foreign and security policy outlined in what has been dubbed his zeitenwende (“historic turning point”) speech at the end of february. his party is slowing down the implementation of...,unrelated tweets,0.04130591630591633,Positive
4658,"*_happy new month to ekiti people_* a stalwart in the social democratic party (sdp) from gbonyin constituency, mr ademola obatimehin has described the sdp governorship candidate as a trustworthy and reliable personality. read more..fb: prince obatimehin ademola",unrelated tweets,0.3232323232323233,Positive
4659,"01-06-1987 in british columbia, 250,000 workers walk off the job in a one-day general strike against restrictive new labour laws introduced by the social credit government. the legislation is repealed when the new democratic party returns to power in 1992.",unrelated tweets,0.07121212121212121,Positive
4660,"platform of the peoples democratic party (pdp), has switched camp. he is now carrying the banner of the labour party. obi is in the new party to give full expression to his aspiration to be the president of nigeria. his former party constrained him in no small measure.",unrelated tweets,0.1528409090909091,Positive
4661,"join buzz 89.7fm, flo 94.9fm vision 102.4fm by 11am prompt (today) listen to our gubernatorial/senatorial aspirants reel out their agenda ahead of our primaries on friday/saturday. adc is a true democratic party for ndi abia. arise shine for a new abia is possible.",unrelated tweets,0.1621212121212121,Positive
4662,canadian government announced extension of covid vaccination-related measures for yet another month even as a motion to remove travel restrictions was voted down by the ruling liberal party with support from the new democratic party (reports ),liberals,-0.009595959595959616,Negative
4663,if ordinary people r to have any hope of retaining a degree of democratic freedom unimpeded by the state we must see an alternative to the lib/lab/con establishment-the first stage is the collapse of the so called conservative party and the emergence of a new political force,conservatives,0.03409090909090909,Positive
4664,159 liberal mps out of 338 members total. along with 25 mps of the new democratic party in confidence and supply. justin trudeau moves to ban purchase and sale of handguns in canada,liberals,0.06818181818181818,Positive
4666,"so, you are now the new voice in media of the democratic nazi party. well done. they going to ignore your cultural appropriation of a jewish name and give you a sit at the table?",unrelated tweets,0.07878787878787878,Positive
4667,"^ this, all this is going to do is split the democratic party in half and give the win to the republicans. it is stupid. if you more closely politically align as a democrat, run as so, instead of making a new party that is destined to fail, change the current democratic party.",unrelated tweets,-0.003787878787878771,Negative
4668,"new f497 san diego county democratic party $85,155 to 15 recipients",unrelated tweets,0.1363636363636364,Positive
4669,"*_happy new month to ekiti people_* a stalwart in the social democratic party (sdp) from gbonyin constituency, mr ademola obatimehin has described the sdp governorship candidate as a trustworthy and reliable personality. read more..fb: prince obatimehin ademola",unrelated tweets,0.3232323232323233,Positive
4670,"united democratic party (udp) leader and cabinet minister lahkmen rymbui said that all political parties want to become the largest party in 2023. “there is nothing new as whether it is udp or bjp or npp, every party wants to grow,” rymbui said.",unrelated tweets,0.1121212121212121,Positive
4671,"any one still vote for people with ideas to move canada forward? aligning with new democratic party a good place to hide their very undemocratic use of canada's special powers act on canadians defending our freedom? canada is not ""racist"". why do liberals libel and slander us?",liberals,0.3483766233766234,Positive
4672,"interestingly, the mayor challenged this situation to the delight of many. the current chief resigned/retired and there was hope for a new playing field. then the democratic party doubled down on funding the ineffective police and all the sudden the mayor backed off.",unrelated tweets,0.1634680134680135,Positive
4673,new york times columnist calls for ‘nonstop parade of laws’ to restrict gun access hilter is alive again anthe democratic socialist nazi party is going try to take your guns and it will bring civil war the like we never had before,unrelated tweets,-0.004545454545454547,Negative
4674,"new f497 san diego county democratic party 741906 san die... $10,000 from 3 transactions",unrelated tweets,0.1363636363636364,Positive
4675,"i tell you what people, it is about 20 years past time to get rid of theantiamerican democratic criminal organization the treasonous so-called republican elitist rhino's! we actually need a new improved conservative trump american party. remove the scum fom our government!",conservatives,-0.1647727272727273,Negative
4676,"new f497 los angeles county democratic party issues a... $20,000 from building industry association of sou...",unrelated tweets,0.1363636363636364,Positive
4677,"because you are either ""disingenuous"" or too stupid to read, let me highlight a few things from that wikipedia page for you: ""the new legislatures repealed the restrictive laws. by 1894, when the democratic party returned to power, restrictions were reimposed.""",unrelated tweets,-0.2878787878787879,Negative
4678,i had such high hopes for his new younger leadership in the democratic party but somethings are non negotiable.,unrelated tweets,0.0740909090909091,Positive
4679,"i am not saying that the democratic party is the same party as it was centuries ago. it has clearly moved on from the party it was in the 19th century when it did not believe black lives mattered. it is a different party now, but i am thinking that a new party could be helpful.",unrelated tweets,0.01393939393939394,Positive
4680,"the dictator only got 32% of the vote but the socialist new democratic party is propping him up. currently, in canada, we are selecting a new conservative leader. the front runner is an anti wef, canada first agenda candidate.",conservatives,0.1045454545454545,Positive
4681,the new code words for the democratic party is now weapons of war..watch all the liberals parrots all repeat the phrase..it's great to see not one is capable of thinking on their own,liberals,0.4340909090909091,Positive
4682,the socdems can break off and become the new left but if the liberal core of the democratic party is not supported in their efforts to defeat the russian puppeted gqp then free elections are over and you might as well put herschal walker in as potus. ffs,liberals,0.1340909090909091,Positive
4683,"new f497 building industry association of southern califo... $20,000 to los angeles county democratic party-...",unrelated tweets,0.06818181818181818,Positive
4684,we hired a new ceo last summer and it’s all esg and dei now. it’s like working for the democratic party. i miss the old ceo when we concentrated on work. time to retire.,unrelated tweets,0.07878787878787878,Positive
4685,there is a new leader in the democratic party runoff for precinct four brazos county commissioner:,unrelated tweets,0.1363636363636364,Positive
4686,positive opinion of the united states in canada by party: conservative – 70% liberal – 66% new democratic party – 43%,liberals,0.1818181818181818,Positive
4687,why did i read ndp as ‘new democratic party’😭😭,ndp,0.1363636363636364,Positive
4688,british columbia new democratic party population reduction by any means possible!,unrelated tweets,0.04545454545454545,Positive
4689,"the choice is democracy vs. authoritarian rule, more mass shootings, more rights being taken away and more fraud. any votes taken away from the democratic party by your new party, the green party or any other will only cost us elections. now is not the time to undermine democrats",other_parties,0.1873376623376623,Positive
4690,i am old enough to remember when people were taking mmt seriously and it was a central tenet of the new bolshevik democratic party.,unrelated tweets,-0.01939393939393939,Negative
4691,yes but you’re not getting it the police have their hands tied because of the democratic party and people are being knocked to the ground on the subways old ladies being hit who is going to protect them just look at new york and california stores being robbed there’s no helpanymo,unrelated tweets,0.1181818181818182,Positive
4692,"sununu is a wimp, he is a registered republican vetoing republican legislative maps that proposed one republican and one democratic leaning seat. and in favor of two lean democratic seats. it’s like he’s trying to kill the new england republican party",unrelated tweets,0.1363636363636364,Positive
4693,"i liked the energy of his campaign at the beginning. unfortunately i don’t agree with him on some things, though. it’s a shame he brought new folks into the democratic party.",unrelated tweets,0.07878787878787878,Positive
4694,new yorkers need leadership.the democratic party has been taken over by chameleons that promote democrat values but practice antiamerican ideals and ignore their oath of office once elected. dems need to take their party back from these libtards who only dream of power control.,unrelated tweets,0.04545454545454545,Positive
4695,"new f496 california democratic party $26,788 on mail production , more",unrelated tweets,0.3181818181818182,Positive
4696,meet the democratic party of hawaii ( )'s newly elected leader: honolulu attorney dennis jung. ⬇️ #hinews #staradvertiser,unrelated tweets,0.1363636363636364,Positive
4697,i heard a senator talk today and he wonders why the democratic party is not worried about 20 24 it’s my belief they are not concerned with a puny little election with the who new world order big tech and the rest of the compromised nations their goals will be achieved,unrelated tweets,-0.01704545454545455,Negative
4698,"running for office vs. while in office (on the plus side, when liberals ask me why i don’t like the democratic party i have something new to show them.)",liberals,0.1363636363636364,Positive
4699,🐦new pub! “blue bird in a coal mine: how 2020 democratic presidential candidates framed climate change on #twitter”🦜 ➡️dr of finds differences in how #climatechange is framed within the #democratic party read it here:,unrelated tweets,0.0,Neutral
4700,"new f497 dominic nguyen $10,000 to san diego county democratic party sa...",unrelated tweets,0.1363636363636364,Positive
4701,new substack from why black america should break up with the democratic party postmortem breakdown- memorial day imperialism edition u.s.-somalia hypocrisy excluding 3rd parties from debates is duopoly 101 ❤️/share/f…,unrelated tweets,-0.0101010101010101,Negative
4702,"ontario new democratic party candidate lisa gretzky has served two terms as member of provincial parliament for windsor west, but a full slate of candidates is looking to unseat the veteran politician.",unrelated tweets,0.1621212121212121,Positive
4703,"it is ok, this is the part where the democratic party falls apart, everyone is used to this, nothing is new. pretty soon, they will demand some big lefty thing, that will cost us our liberty, then they get slapped down, then they lose all three houses. it is all so depressing, yawn",unrelated tweets,0.0218013468013468,Positive
4704,"how does the democratic party ""believe in those things?"" what is biden doing to solve climate change? how are the dems on ensuring women like tara reade workplace equality? where is emergency action on gun control or a green new deal?",other_parties,0.01212121212121212,Positive
4705,unfortunately liberals have lost the confidence of canadians. their alignment with the new democratic party does not sit well. nothing they are doing is democratic.,liberals,-0.1818181818181818,Negative
4706,"don’t y’all get it that rich white liberals don’t give a damn about the poor? democratic party is just the left wing of the communist party. i’ll bet you a shiny new kopek that not a one of them has ever served in the armed forces, or had to struggle to make ends meet. svolochi!",liberals,0.02909090909090908,Positive
4707,"accord party (ap) african democratic party (adc) all progressives congress (apc) labour party (lp) new nigeria people's party (nnpp) people's democratic party (pdp) if you know, you know.",unrelated tweets,0.06818181818181818,Positive
4708,"i think she is just a propagandist for the new rightwing democratic party. you do not see her out vote shaming any of those white republicans, do ya?",other_election_topics,0.06818181818181818,Positive
4709,"time to find like minds and start a new party or, perhaps, advocate for a change in the democratic system? governance reform: different thinking",unrelated tweets,0.06818181818181818,Positive
4710,"they are been high crime in many states like michigan, illinois, and new york caused by drugs (possibly from mexican cartels), gang wars, and people you never expect to become violent. also there were events that did not work in the democratic party favor which they were so quiet?",unrelated tweets,-0.0005194805194805228,Negative
4711,"he didn’t find, which is ironic because if poland under pis really was like the polish opposition describes it, he should have found it more to his taste. however, he concluded that pis was really like the old democratic party the opposition like the new, which i found strange",unrelated tweets,0.1837662337662338,Positive
4712,"in #ontario's election, the smart choice is the ontario new democratic party's andrea horvath. the liberals conservatives are the for-profit for their friends only parties. this election, the smart choice is the ontario new democratic party, the",liberals,0.1402597402597403,Positive
4713,what about americans? crisis joe and democratic party have brought new meaning to the term “the great divide” to the “up for rent” white house. it’s “up for rent” because americans won’t be able to pay for it due to another of crisis joe’s crisis. inflation usa! outta be a law!🤮,unrelated tweets,0.2560227272727273,Positive
4714,"there was no coup in ukr in 2014. yanukovych signed an agreement and then ran away to russia, having lost support of his own party. in his absence, a new government had to be formed, after democratic election.",unrelated tweets,0.2412878787878788,Positive
4715,"new post: ""upcoming events 05/31 – 06/05"" by oakland county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4716,"new post: ""upcoming events 05/31 – 06/05"" by oakland county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4717,"new post: ""upcoming events 05/31 – 06/05"" by oakland county democratic party #demcast",unrelated tweets,0.1363636363636364,Positive
4718,"new democratic party = socialists pretending to be democrats… like bernie sanders… they want our free healthcare to also cover dental… tax the rich… etc. they currently have a loose coalition with the liberals so it is more of a ""faction"" than a party right now. (4/5)",liberals,0.2075258075258075,Positive
4719,"""talking respectfully"" is biden calling mcconell a ""respctful and reasonable republican"". the democratic party has to be overturned in order to create a new party of actual bravery and change. till then, they are not our ally, they are the enemy.",unrelated tweets,0.2090909090909091,Positive
4720,"eric adam's born: september 1, 1960 (age 61 years), brownsville, new york, ny nationality: american party: democratic party office: mayor of new york city since 2022",unrelated tweets,0.0909090909090909,Positive
4721,"can we start a new democratic party? you know, one that isn’t so freaking gullible! status quo was rejected in 2016! nothing has changed! no status quo! not now not ever!",unrelated tweets,0.4161487926136364,Positive
4722,yes and never voted conservative. i’m left leaning politically. in canada here i vote either liberal or new democratic party. ndp is a lot like bernie sanders. i lean more towards that.,liberals,0.1590909090909091,Positive
4723,"while the last rites of #sidhumoosewala were conducted on 31 may, canadian mp and the leader of the new democratic party #jagmeetsingh said that the loss of actor-politician deep sidhu and moose wala was a ""heavy burden to carry.""",unrelated tweets,-0.01590909090909091,Negative
4724,please investigate anoa j. changa as unregistered foreign agent. she is involved in running spoiler candiates against democrats. she is founder of brand new congress states they are taking over democratic party. she is in georgia. she works for newsone. #russia,unrelated tweets,0.005681818181818177,Positive
4725,"labor party replaced radical left-wing leader in a democratic election process. in contrast, failed to find a new leader even after successive defeats. parties play significant role in teaching the democratic process to society. by abandoning it.",unrelated tweets,0.003787878787878785,Positive
4726,it comes one day before a crucial house of commons vote on a new democratic party bill that would decriminalize drug possession nationwide — a bill the government is expected to vote against.,other_election_topics,0.01212121212121212,Positive
4727,was just telling my class about my 18 year (failed) quest to have the so-called social democratic new democratic party concern itself with issues of health and inequalities and the health effects of insecurity.,unrelated tweets,-0.1101010101010101,Negative
4728,“identity politics has come under criticism not because it is some key to unlocking a new socialist movement …but because it has been the means through which the democratic party has sought to maintain its legitimacy.”,unrelated tweets,0.06818181818181818,Positive
4729,"obi would have been my presidential running mate – kwankwaso senator rabi’u kwankwaso said peter obi might have become his running mate if the latter had joined the new nigeria peoples party, instead of the labour party, after exiting the peoples democratic party.",unrelated tweets,0.06818181818181818,Positive
4730,"you are ignorant. the kkk is the democratic party. the republican party believes in the constitution. look at all the new stations that do not cover the republican side. did you know hitler, castro, stalin, and china covered only 1 party",unrelated tweets,0.06818181818181818,Positive
4731,"well, good luck with that. i sincerely hope you can make that happen and we can build an anti-imperialist coalition eventually. in the meantime, i am going to focus energy on building a new communist party that is built on true wrking-class democratic centralism and always has been",unrelated tweets,0.4215909090909091,Positive
4732,"battle for control of illinois dem party ramps up, as announces for new term as chair and 's team confirms it will back and fund ""certainly several"" committee hopefuls who likely would dump her.",unrelated tweets,0.03409090909090909,Positive
4733,"for letting their intransigence dash everyone's hopes. on guns specifically, the authors note, democratic failure to win new gun laws threatens to dishearten the party’s base voters. so, y’know, don’t let that happen! so let’s not be fooled by the hackery of gop",unrelated tweets,-0.09507575757575759,Negative
4734,we the people from the democratic party like to thank new hampshire and all the people in all the states going the extra mile to help send as many gop's republicans out on permanent retirement!🌹,unrelated tweets,0.2121212121212121,Positive
4735,but the democratic party of new york refused to endorse the democratic nominee for buffalo mayor because the incumbent mayor started a write in campaign built entirely on pandering to upper class white conservatives.,conservatives,0.03409090909090909,Positive
4736,trying to fix the democratic party is not constructive yet people still desperately cling to it. only way for next generation to see progressive policy come to fruition is us having the courage to never vote d again and build something new. i agree w/ the local level part though.,other_election_topics,-0.09272727272727273,Negative
4737,we hate trudeau the liberals and ndp ( new democratic party ),liberals,-0.3318181818181818,Negative
4738,"new mexico party registration changes nm is a democratic leaning state that from time to time supports republicans. the gop took a voter registration hit immediately after 1/6/21, but since then has outregistered democrats. although even more registered independent (1/2)",unrelated tweets,0.2121212121212121,Positive
4739,you can guess which organizations qualify only those that support the liberal party's 'progressive' agenda. the minority liberal government is also propped up by a coalition with the new democratic party (ndp) a socialist party that would otherwise have no access to power.,liberals,0.06818181818181818,Positive
4740,he failed the american people. it’s about time his party demands he starts acting like a president. him and harris need to step down when his term is up and let the people pick a new democratic candidate.,unrelated tweets,-0.1038383838383838,Negative
4741,"saw johnny rotten live in la in may he was awesome. his voice was 🔥, his energy was 🔥 #sexpistols #pil if you do not understand why people are fleeing the democratic party, new york california -it's the #biggovernment, elitist, draconian craziness lies.",unrelated tweets,0.4242424242424241,Positive
4742,"and besides, the democratic party in that time catered to the views of southern conservatives, not liberals from new york like they do today. so it’s a moot point",liberals,0.06818181818181818,Positive
